"Notes"	"Gender"	"Gender Code"	"State"	"State Code"	"Age Group"	"Age Group Code"	"Year"	"Year Code"	Projected Populations
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2009"	"2009"	21734
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2010"	"2010"	22425
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2011"	"2011"	22975
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2012"	"2012"	23528
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2013"	"2013"	24102
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2014"	"2014"	24580
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2015"	"2015"	25032
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2016"	"2016"	25495
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2017"	"2017"	25899
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2018"	"2018"	26139
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2019"	"2019"	26353
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2020"	"2020"	26671
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2021"	"2021"	26973
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2022"	"2022"	27302
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2023"	"2023"	27727
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2024"	"2024"	28170
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2025"	"2025"	28663
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2026"	"2026"	29277
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2027"	"2027"	30250
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2028"	"2028"	31560
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2029"	"2029"	32826
	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"	"2030"	"2030"	33913
"Total"	"Female"	"F"	"Maine"	"23"	"85+ years"	"85+"			691267
"Total"	"Female"	"F"	"Maine"	"23"					19239249
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2004"	"2004"	184647
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2005"	"2005"	187946
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2006"	"2006"	189783
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2007"	"2007"	192238
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2008"	"2008"	195375
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2009"	"2009"	198901
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2010"	"2010"	202658
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2011"	"2011"	206511
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2012"	"2012"	210339
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2013"	"2013"	213985
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2014"	"2014"	217345
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2015"	"2015"	220358
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2016"	"2016"	223005
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2017"	"2017"	225282
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2018"	"2018"	227212
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2019"	"2019"	228821
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2020"	"2020"	230174
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2021"	"2021"	231252
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2022"	"2022"	232139
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2023"	"2023"	232877
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2024"	"2024"	233517
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2025"	"2025"	234137
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2026"	"2026"	234818
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2027"	"2027"	235613
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2028"	"2028"	236599
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2029"	"2029"	237830
	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"	"2030"	"2030"	239325
"Total"	"Female"	"F"	"Maryland"	"24"	"0-4 years"	"0-4"			5902687
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2004"	"2004"	178477
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2005"	"2005"	178061
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2006"	"2006"	180264
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2007"	"2007"	183097
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2008"	"2008"	186394
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2009"	"2009"	189352
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2010"	"2010"	192498
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2011"	"2011"	194194
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2012"	"2012"	196519
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2013"	"2013"	199539
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2014"	"2014"	202950
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2015"	"2015"	206602
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2016"	"2016"	210360
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2017"	"2017"	214079
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2018"	"2018"	217606
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2019"	"2019"	220839
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2020"	"2020"	223678
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2021"	"2021"	226164
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2022"	"2022"	228285
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2023"	"2023"	230041
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2024"	"2024"	231500
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2025"	"2025"	232706
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2026"	"2026"	233688
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2027"	"2027"	234512
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2028"	"2028"	235220
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2029"	"2029"	235881
	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"	"2030"	"2030"	236567
"Total"	"Female"	"F"	"Maryland"	"24"	"5-9 years"	"5-9"			5699073
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2004"	"2004"	193088
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2005"	"2005"	189441
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2006"	"2006"	185660
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2007"	"2007"	182199
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2008"	"2008"	179142
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2009"	"2009"	177848
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2010"	"2010"	177305
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2011"	"2011"	179365
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2012"	"2012"	182035
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2013"	"2013"	185181
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2014"	"2014"	187994
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2015"	"2015"	190994
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2016"	"2016"	192565
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2017"	"2017"	194748
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2018"	"2018"	197620
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2019"	"2019"	200854
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2020"	"2020"	204334
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2021"	"2021"	207891
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2022"	"2022"	211412
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2023"	"2023"	214736
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2024"	"2024"	217769
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2025"	"2025"	220420
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2026"	"2026"	222764
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2027"	"2027"	224761
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2028"	"2028"	226436
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2029"	"2029"	227840
	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"	"2030"	"2030"	229029
"Total"	"Female"	"F"	"Maryland"	"24"	"10-14 years"	"10-14"			5403431
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2004"	"2004"	192265
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2005"	"2005"	195993
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2006"	"2006"	198540
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2007"	"2007"	199870
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2008"	"2008"	199386
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2009"	"2009"	197245
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2010"	"2010"	193415
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2011"	"2011"	189433
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2012"	"2012"	185768
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2013"	"2013"	182513
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2014"	"2014"	181081
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2015"	"2015"	180429
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2016"	"2016"	182390
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2017"	"2017"	184987
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2018"	"2018"	188052
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2019"	"2019"	190762
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2020"	"2020"	193645
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2021"	"2021"	195086
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2022"	"2022"	197123
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2023"	"2023"	199854
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2024"	"2024"	202946
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2025"	"2025"	206285
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2026"	"2026"	209731
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2027"	"2027"	213173
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2028"	"2028"	216459
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2029"	"2029"	219475
	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"	"2030"	"2030"	222132
"Total"	"Female"	"F"	"Maryland"	"24"	"15-19 years"	"15-19"			5318038
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2004"	"2004"	193263
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2005"	"2005"	199967
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2006"	"2006"	205711
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2007"	"2007"	210482
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2008"	"2008"	214263
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2009"	"2009"	217944
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2010"	"2010"	221571
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2011"	"2011"	224000
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2012"	"2012"	225178
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2013"	"2013"	224474
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2014"	"2014"	222020
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2015"	"2015"	217796
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2016"	"2016"	213335
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2017"	"2017"	209167
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2018"	"2018"	205409
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2019"	"2019"	203511
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2020"	"2020"	202485
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2021"	"2021"	204182
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2022"	"2022"	206644
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2023"	"2023"	209656
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2024"	"2024"	212386
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2025"	"2025"	215297
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2026"	"2026"	216822
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2027"	"2027"	218945
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2028"	"2028"	221807
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2029"	"2029"	225091
	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"	"2030"	"2030"	228693
"Total"	"Female"	"F"	"Maryland"	"24"	"20-24 years"	"20-24"			5770099
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2004"	"2004"	175569
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2005"	"2005"	182816
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2006"	"2006"	191714
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2007"	"2007"	200971
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2008"	"2008"	210598
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2009"	"2009"	219023
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2010"	"2010"	225759
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2011"	"2011"	231461
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2012"	"2012"	236171
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2013"	"2013"	239906
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2014"	"2014"	243538
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2015"	"2015"	247086
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2016"	"2016"	249351
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2017"	"2017"	250262
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2018"	"2018"	249163
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2019"	"2019"	246220
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2020"	"2020"	241442
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2021"	"2021"	236437
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2022"	"2022"	231803
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2023"	"2023"	227694
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2024"	"2024"	225578
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2025"	"2025"	224421
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2026"	"2026"	226103
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2027"	"2027"	228673
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2028"	"2028"	231836
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2029"	"2029"	234746
	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"	"2030"	"2030"	237898
"Total"	"Female"	"F"	"Maryland"	"24"	"25-29 years"	"25-29"			6146239
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2004"	"2004"	192042
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2005"	"2005"	185986
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2006"	"2006"	181139
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2007"	"2007"	179553
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2008"	"2008"	181769
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2009"	"2009"	187088
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2010"	"2010"	194212
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2011"	"2011"	202966
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2012"	"2012"	212067
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2013"	"2013"	221531
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2014"	"2014"	229801
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2015"	"2015"	236408
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2016"	"2016"	242035
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2017"	"2017"	246674
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2018"	"2018"	250333
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2019"	"2019"	253884
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2020"	"2020"	257298
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2021"	"2021"	259402
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2022"	"2022"	260109
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2023"	"2023"	258808
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2024"	"2024"	255669
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2025"	"2025"	250711
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2026"	"2026"	245614
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2027"	"2027"	240959
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2028"	"2028"	236917
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2029"	"2029"	234923
	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"	"2030"	"2030"	233964
"Total"	"Female"	"F"	"Maryland"	"24"	"30-34 years"	"30-34"			6131862
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2004"	"2004"	220031
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2005"	"2005"	216164
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2006"	"2006"	213737
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2007"	"2007"	210351
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2008"	"2008"	205443
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2009"	"2009"	199159
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2010"	"2010"	192817
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2011"	"2011"	187702
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2012"	"2012"	185875
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2013"	"2013"	187897
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2014"	"2014"	193024
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2015"	"2015"	200000
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2016"	"2016"	208628
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2017"	"2017"	217597
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2018"	"2018"	226946
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2019"	"2019"	235100
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2020"	"2020"	241610
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2021"	"2021"	247144
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2022"	"2022"	251710
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2023"	"2023"	255324
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2024"	"2024"	258841
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2025"	"2025"	262257
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2026"	"2026"	264390
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2027"	"2027"	265140
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2028"	"2028"	263878
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2029"	"2029"	260820
	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"	"2030"	"2030"	255978
"Total"	"Female"	"F"	"Maryland"	"24"	"35-39 years"	"35-39"			6127563
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2004"	"2004"	243686
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2005"	"2005"	243076
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2006"	"2006"	240250
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2007"	"2007"	235822
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2008"	"2008"	230268
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2009"	"2009"	224019
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2010"	"2010"	219931
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2011"	"2011"	217260
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2012"	"2012"	213646
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2013"	"2013"	208551
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2014"	"2014"	202129
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2015"	"2015"	195700
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2016"	"2016"	190521
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2017"	"2017"	188665
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2018"	"2018"	190617
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2019"	"2019"	195648
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2020"	"2020"	202478
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2021"	"2021"	210960
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2022"	"2022"	219781
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2023"	"2023"	228984
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2024"	"2024"	237000
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2025"	"2025"	243413
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2026"	"2026"	248886
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2027"	"2027"	253441
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2028"	"2028"	257068
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2029"	"2029"	260628
	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"	"2030"	"2030"	264087
"Total"	"Female"	"F"	"Maryland"	"24"	"40-44 years"	"40-44"			6066515
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2004"	"2004"	228096
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2005"	"2005"	232542
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2006"	"2006"	236381
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2007"	"2007"	238895
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2008"	"2008"	240447
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2009"	"2009"	242375
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2010"	"2010"	241637
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2011"	"2011"	238726
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2012"	"2012"	234256
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2013"	"2013"	228707
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2014"	"2014"	222507
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2015"	"2015"	218468
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2016"	"2016"	215826
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2017"	"2017"	212229
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2018"	"2018"	207145
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2019"	"2019"	200768
	"Female"	"F"	"Maryland"	"24"	"45-49 years"	"45-49"	"2020"	"2020"	194406
